Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Paro Town,77701.84,77.7
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Haa,78555.88,78.56
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bajo Town,77778.97,77.78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Beychu,78002.47,78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Samtse Town,75026.23,75.03
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Sipsoo,76667.57,76.67
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gomtu,75085.84,75.09
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gedu,76836.5,76.84
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Khuruthang,77748.95,77.75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gasa,79314.88,79.31
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Motithang,77680.31,77.68
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Olakha,77680.31,77.68
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Paro NIE Bridge,77701.84,77.7
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Langlitsawa,78002.47,78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Wangdue Zero Point,77778.97,77.78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Phuentsholing Main gate,75480.57,75.48
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gelephu Town,71112.01,71.11
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Sarpang,71461.92,71.46
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagapela,72826.08,72.83
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tsirang,72349.15,72.35
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Zhemgang,75464.03,75.46
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trongsa,74446.73,74.45
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bumthang,74891.3,74.89
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagana,73323.83,73.32
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Lhamoizingkha,74085.23,74.09
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dangdung,74570.58,74.57
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Panbang,72664.54,72.66
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tingtibi,72878.18,72.88
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gelephu Town,71981.12,71.98
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Sarpang,72366.74,72.37
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagapela,73847.51,73.85
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tsirang,73390.81,73.39
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Zhemgang,76528.66,76.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trongsa,75501.38,75.5
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bumthang,76052.33,76.05
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagana,74383.47,74.38
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Lhamoizingkha,76491.02,76.49
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dangdung,75528.09,75.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Panbang,73533.65,73.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tingtibi,73793.98,73.79
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Samdrup Jongkhar,71873.77,71.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Wamrong,73289.8,73.29
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trashigang,73573.78,73.57
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trashiyangtse,74466.43,74.47
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Mongar,74632.62,74.63
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gyelposing,74625.29,74.63
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Kanglung,73746,73.75
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Pemagatshel,73165.68,73.17
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Lhuntse,75163.76,75.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Jomotsangkha,72708.44,72.71
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Autsho,74810.95,74.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Doksum,73854.03,73.85
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bhangtar,72481.69,72.48
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Rangjung,73850.62,73.85
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Samdrup Jongkhar,72744.74,72.74
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Wamrong,74373.29,74.37
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trashigang,74481.09,74.48
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trashiyangtse,75537.81,75.54
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Mongar,75638.12,75.64
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gyelposing,75499.03,75.5
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Kanglung,74800.97,74.8
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Pemagatshel,74195.92,74.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Lhuntse,76113.48,76.11
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Jomotsangkha,73581.46,73.58
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Autsho,75730.38,75.73
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Doksum,74784.06,74.78
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bhangtar,73352.66,73.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Rangjung,74807.91,74.81
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2021-10-01,Ramtokto,74957.98,74.96
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2021-10-01,"Chamkuna LAP,Phuntsholing",73111.69,73.11
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2021-10-01,Ramtokto,77603.35,77.6
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2021-10-01,"Chamkuna LAP,Phuntsholing",75501.71,75.5
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Lobesa,75191.63,75.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing,73111.69,73.11
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Rinchending,73192.15,73.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Pasakha,73245.79,73.25
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Chimakothi,74598.02,74.6
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Chubachu,75056.32,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Paro Shaba,75055.29,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Haa,75808.61,75.81
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Wangdue Zero Point,75281.03,75.28
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Beychu,75504.53,75.5
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Samtse Checkpost,72658.03,72.66
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Sipsoo,74268.14,74.27
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Pagli,72717.6,72.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gedu,74189.39,74.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Mitsina,75191.63,75.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Khuruthang,75257.33,75.26
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gasa,76589.35,76.59
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Dorokha,73952.81,73.95
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Langdru (Khasadrapchu),74904.34,74.9
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Chanzamtok,75056.32,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gomtu Phuentshopelri,72717.6,72.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Motithang,75056.32,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Lungtenzampa,75056.32,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Olakha,75056.32,75.06
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Samtse Town,72658.03,72.66
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Langlitsawa,75504.53,75.5
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gomtu,72717.6,72.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Truck Parking,73111.69,73.11
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Dungkhag Office,73111.69,73.11
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Near MDP,73111.69,73.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Lobesa,77710.83,77.71
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing,75501.71,75.5
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Rinchending,75582.17,75.58
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Pasakha,75635.81,75.64
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Chimakothi,77261.57,77.26
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Chubachu,77701.69,77.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Paro Shaba,77723.25,77.72
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Haa,78577.38,78.58
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Wangdue Zero Point,77800.23,77.8
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Beychu,78023.73,78.02
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Samtse Checkpost,75046.95,75.05
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Sipsoo,76688.74,76.69
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Pagli,75106.65,75.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gedu,76857.9,76.86
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Mitsina,77710.83,77.71
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Khuruthang,77770.2,77.77
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gasa,79336.36,79.34
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Dorokha,76473.68,76.47
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Langdru (Khasadrapchu),77549.71,77.55
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Chanzamtok,77701.69,77.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gomtu Phuentshopelri,75106.65,75.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Motithang,77701.69,77.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Lungtenzampa,77701.69,77.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Olakha,77701.69,77.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Samtse Town,75046.95,75.05
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Langlitsawa,78023.73,78.02
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gomtu,75106.65,75.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Truck Parking,75501.71,75.5
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Dungkhag Office,75501.71,75.5
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Phuentsholing Near MDP,75501.71,75.5
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Forest Checkpost,71112.01,71.11
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Sarpang,71461.92,71.46
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Dagapela,72826.08,72.83
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Tsirang,72349.15,72.35
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Zhemgang,73050.23,73.05
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Trongsa,74017.61,74.02
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Bumthang,74891.3,74.89
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Dagana,73323.83,73.32
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Lhamoizingkha,72119.53,72.12
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Dangdung,74570.58,74.57
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Panbang,72664.54,72.66
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Tingtibi,72301.48,72.3
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Gate,71112.01,71.11
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Town,71112.01,71.11
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Forest Checkpost,71981.12,71.98
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Sarpang,72366.74,72.37
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Dagapela,73847.51,73.85
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Tsirang,73390.81,73.39
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Zhemgang,74114.86,74.11
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Trongsa,75072.26,75.07
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Bumthang,76052.33,76.05
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Dagana,74383.47,74.38
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Lhamoizingkha,72991.14,72.99
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Dangdung,75528.09,75.53
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Panbang,73533.65,73.53
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Tingtibi,73217.28,73.22
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Gate,71981.12,71.98
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gelephu Town,71981.12,71.98
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Nganglam,71484.47,71.48
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Samdrup Jongkhar Gate,71873.77,71.87
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Nganglam Potonala,71484.47,71.48
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Wamrong,73289.8,73.29
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Trashigang,73573.78,73.57
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Trashiyangtse,74466.43,74.47
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Mongar,74632.62,74.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Gyelposing,74625.29,74.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Kanglung,73746,73.75
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Pemagatshel,73165.68,73.17
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Lhuntse,75163.76,75.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Jomotsangkha,71873.77,71.87
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Autsho,74810.95,74.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Doksum,73854.03,73.85
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Bhangtar,72481.69,72.48
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Rangjung,73850.62,73.85
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-01,Samdrup Jongkhar Upper Town,71873.77,71.87
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Nganglam,72354.5,72.35
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Samdrup Jongkhar Gate,72744.74,72.74
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Nganglam Potonala,72354.5,72.35
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Wamrong,74373.29,74.37
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Trashigang,74481.09,74.48
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Trashiyangtse,75537.81,75.54
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Mongar,75638.12,75.64
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Gyelposing,75499.03,75.5
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Kanglung,74800.97,74.8
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Pemagatshel,74195.92,74.2
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Lhuntse,76113.48,76.11
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Jomotsangkha,72744.74,72.74
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Autsho,75730.38,75.73
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Doksum,74784.06,74.78
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Bhangtar,73352.66,73.35
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Rangjung,74807.91,74.81
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-10-01,Samdrup Jongkhar Upper Town,72744.74,72.74
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2021-09-28,Ramtokto,72002.62,72
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2021-09-28,"Chamkuna LAP,Phuntsholing",70180.31,70.18
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2021-09-28,Ramtokto,75304.87,75.3
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2021-09-28,"Chamkuna LAP,Phuntsholing",73229.19,73.23
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Phuentsholing,98402.44,98.4
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Rinchending,98482.9,98.48
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Pasakha,98536.54,98.54
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Chimakothi,100110.39,100.11
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Lungtenzampa,100553.96,100.55
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Paro Town,100571.23,100.57
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Haa,101406.23,101.41
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Bajo Town,100676.45,100.68
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Beychu,100989.35,100.99
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Samtse Town,97906.57,97.91
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Sipsoo,99606.98,99.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gomtu,97964.9,97.96
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gedu,99705.78,99.71
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Khuruthang,100647.62,100.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gasa,102169.34,102.17
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Motithang,100553.96,100.55
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Olakha,100553.96,100.55
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Paro NIE Bridge,100571.23,100.57
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Langlitsawa,100944.65,100.94
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Wangdue Zero Point,100676.45,100.68
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Phuentsholing Main gate,98402.44,98.4
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Phuentsholing,70146.15,70.15
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Rinchending,70226.61,70.23
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Pasakha,70280.25,70.28
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Chimakothi,71606.5,71.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lungtenzampa,72066.52,72.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Paro Town,72063.34,72.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Haa,72807.08,72.81
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bajo Town,72303.21,72.3
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Beychu,72526.71,72.53
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Samtse Town,69692.91,69.69
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Sipsoo,71299.69,71.3
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gomtu,69752.37,69.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gedu,71197.39,71.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Khuruthang,72280.12,72.28
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gasa,73589.89,73.59
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Motithang,72066.52,72.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Olakha,72066.52,72.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Paro NIE Bridge,72063.34,72.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Langlitsawa,72526.71,72.53
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Wangdue Zero Point,72303.21,72.3
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Phuentsholing Main gate,70146.15,70.15
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Phuentsholing,73208.04,73.21
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Rinchending,73288.5,73.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Pasakha,73342.14,73.34
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Chimakothi,74939.83,74.94
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lungtenzampa,75381.82,75.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Paro Town,75401.05,75.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Haa,76244.84,76.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bajo Town,75493.31,75.49
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Beychu,75716.81,75.72
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Samtse Town,72753.69,72.75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Sipsoo,74391.93,74.39
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gomtu,72813.3,72.81
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gedu,74535.65,74.54
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Khuruthang,75463.93,75.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gasa,77006.06,77.01
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Motithang,75381.82,75.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Olakha,75381.82,75.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Paro NIE Bridge,75401.05,75.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Langlitsawa,75716.81,75.72
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Wangdue Zero Point,75493.31,75.49
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Phuentsholing Main gate,73208.04,73.21
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gelephu Town,68180.62,68.18
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Sarpang,68526.84,68.53
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dagapela,69878.91,69.88
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Tsirang,69399.89,69.4
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Zhemgang,72512.38,72.51
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trongsa,71496.12,71.5
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bumthang,71929.67,71.93
