Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Pemagatshel,39267.3,39.27
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Lhuntse,41360.27,41.36
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Jomotsangkha,38163.1,38.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Autsho,41043.16,41.04
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Doksum,40073.75,40.07
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Bhangtar,38743.37,38.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Rangjung,40038.21,40.04
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Samdrup Jongkhar Gate,44566.33,44.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Nganglam Potonala,44611.38,44.61
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Wamrong,45902.48,45.9
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Trashigang,46252.68,46.25
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Trashiyangtse,47083.66,47.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Mongar,47274.62,47.27
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Gyelposing,47316.8,47.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Kanglung,46369.4,46.37
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Pemagatshel,45798.38,45.8
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Lhuntse,47826.72,47.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Jomotsangkha,44566.33,44.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Autsho,47485.29,47.49
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Doksum,46524.39,46.52
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Bhangtar,45129.78,45.13
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-17,Rangjung,46510.73,46.51
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Phuentsholing,47236,47.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rinchending,47307.1,47.31
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pasakha,47370.1,47.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Chimakothi,48649.95,48.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lungtenzampa,48956.02,48.96
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Paro Town,49106.05,49.11
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Haa,49832.69,49.83
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bajo Town,49371.15,49.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Beychu,49594.65,49.59
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samtse Town,47137.2,47.14
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sipsoo,48384.36,48.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gomtu,47096.05,47.1
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gedu,48240.01,48.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lobesa,49268.67,49.27
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Khuruthang,49349.13,49.35
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gasa,50619.19,50.62
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Phuentsholing,39736.67,39.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rinchending,39817.13,39.82
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pasakha,39870.77,39.87
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Chimakothi,40930.55,40.93
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lungtenzampa,41408.29,41.41
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Paro Town,41383.1,41.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Haa,42028.62,42.03
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bajo Town,41767.88,41.77
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Beychu,41991.38,41.99
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samtse Town,39638.12,39.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sipsoo,40860.43,40.86
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gomtu,39597.06,39.6
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gedu,40516.61,40.52
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lobesa,41670.49,41.67
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Khuruthang,41750.95,41.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gasa,42832.63,42.83
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gelephu Town,37680.86,37.68
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sarpang,37727.89,37.73
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dagapela,39214.97,39.21
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Tsirang,38714.15,38.71
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Zhemgang,41801.88,41.8
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trongsa,40796.39,40.8
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bumthang,41115.28,41.12
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dagana,39667.58,39.67
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lhamoizingkha,40741.42,40.74
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dangdung,41035,41.03
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Panbang,39233.39,39.23
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Tingtibi,39391.86,39.39
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gelephu Town,44104.91,44.1
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sarpang,44180.71,44.18
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dagapela,45761.74,45.76
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Tsirang,45277.21,45.28
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Zhemgang,48383.46,48.38
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trongsa,47369.91,47.37
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bumthang,47774.51,47.77
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dagana,46245.13,46.25
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lhamoizingkha,48242.97,48.24
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Dangdung,47530.27,47.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Panbang,45657.44,45.66
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Tingtibi,45853.53,45.85
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samdrup Jongkhar,38213.64,38.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Nganglam,38213.64,38.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Wamrong,39379.56,39.38
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trashigang,39870.87,39.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trashiyangtse,40570.45,40.57
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Mongar,40814.17,40.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gyelposing,40961.89,40.96
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Kanglung,39869.33,39.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pemagatshel,39318.12,39.32
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lhuntse,41410.95,41.41
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Jomotsangkha,36874.1,36.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Autsho,41093.78,41.09
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Doksum,40124.39,40.12
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bhangtar,38793.87,38.79
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rangjung,40088.9,40.09
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samdrup Jongkhar,44638.98,44.64
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Nganglam,44638.98,44.64
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Wamrong,45975.88,45.98
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trashigang,46325.45,46.33
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Trashiyangtse,47157.02,47.16
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Mongar,47347.74,47.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gyelposing,47389.46,47.39
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Kanglung,46442.7,46.44
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pemagatshel,45871.59,45.87
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lhuntse,47899.65,47.9
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Jomotsangkha,43296.17,43.3
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Autsho,47558.11,47.56
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Doksum,46597.25,46.6
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bhangtar,45202.36,45.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rangjung,46583.69,46.58
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2020-05-16,Ramtokto,41295.46,41.3
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2020-05-16,Ramtokto,48964.66,48.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Phuentsholing,39722.3,39.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Rinchending,39802.76,39.8
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Pasakha,39856.4,39.86
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Chimakothi,40916.05,40.92
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Chubachu,41393.8,41.39
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Paro Shaba,41368.6,41.37
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Haa,42014.08,42.01
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Wangdue Zero Point,41753.45,41.75
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Beychu,41976.95,41.98
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Samtse Checkpost,39623.66,39.62
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Sipsoo,40846.04,40.85
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Pagli,39582.55,39.58
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Gedu,40502.12,40.5
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Mitsina,41664.05,41.66
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Khuruthang,41736.53,41.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Gasa,42818.1,42.82
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Dorokha,40423.47,40.42
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Langdru (Khasadrapchu),41241.82,41.24
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Phuentsholing,47186.5,47.19
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Rinchending,47266.96,47.27
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Pasakha,47320.6,47.32
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Chimakothi,48599.85,48.6
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Chubachu,49063,49.06
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Paro Shaba,49055.94,49.06
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Haa,49782.35,49.78
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Wangdue Zero Point,49321.36,49.32
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Beychu,49544.86,49.54
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Samtse Checkpost,47087.62,47.09
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Sipsoo,48334.79,48.33
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Pagli,47046.41,47.05
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Gedu,48189.89,48.19
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Mitsina,49231.96,49.23
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Khuruthang,49299.36,49.3
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Gasa,50568.9,50.57
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Dorokha,47992.71,47.99
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Langdru (Khasadrapchu),48911.02,48.91
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Gelephu Forest Checkpost,37630.34,37.63
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Sarpang,37938,37.94
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Dagapela,39164.18,39.16
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Tsirang,38663.32,38.66
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Zhemgang,39337.21,39.34
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Trongsa,40316.42,40.32
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Bumthang,41064.24,41.06
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Dagana,39616.72,39.62
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Lhamoizingkha,38634.9,38.63
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Dangdung,40984.32,40.98
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Panbang,39182.87,39.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Tingtibi,38764.55,38.76
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Samdrup Jongkhar Gate,38163.1,38.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Nganglam Potonala,36512.75,36.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Wamrong,39328.65,39.33
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Trashigang,39820.27,39.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Trashiyangtse,40519.56,40.52
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Mongar,40763.39,40.76
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Gyelposing,40911.34,40.91
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Kanglung,39818.47,39.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Pemagatshel,39267.3,39.27
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Lhuntse,41360.27,41.36
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Jomotsangkha,38163.1,38.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Autsho,41043.16,41.04
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Doksum,40073.75,40.07
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Bhangtar,38743.37,38.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-16,Rangjung,40038.21,40.04
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Samdrup Jongkhar Gate,44566.33,44.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Nganglam Potonala,42911.95,42.91
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Wamrong,45902.48,45.9
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Trashigang,46252.68,46.25
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Trashiyangtse,47083.66,47.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Mongar,47274.62,47.27
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Gyelposing,47316.8,47.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Kanglung,46369.4,46.37
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Pemagatshel,45798.38,45.8
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Lhuntse,47826.72,47.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Jomotsangkha,44566.33,44.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Autsho,47485.29,47.49
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Doksum,46524.39,46.52
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Bhangtar,45129.78,45.13
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-05-16,Rangjung,46510.73,46.51
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Phuentsholing,36306.3,36.31
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Rinchending,36386.76,36.39
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Pasakha,36440.4,36.44
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Chimakothi,37470.12,37.47
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Lungtenzampa,37949.85,37.95
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Paro Town,37922.19,37.92
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Haa,38556.63,38.56
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Bajo Town,38323.31,38.32
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Beychu,38546.81,38.55
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Samtse Town,36329.57,36.33
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-06,Sipsoo,37426.7,37.43
